id,EAP,HPL,MWS
id16184,0.26205638969133394,0.21567195194353878,0.5222716583651275
id03438,0.030880511711290935,0.03000028558511201,0.9391192027035972
id22923,0.030000278370941345,0.9399994432581171,0.030000278370941345
id08610,0.9399175501885606,0.030032305302087284,0.0300501445093522
id25355,0.2591130605778921,0.049692865313362755,0.6911940741087452
id16916,0.5532514642082983,0.37535110512049896,0.07139743067120274
id12793,0.030000278370941345,0.9399994432581171,0.030000278370941345
id11859,0.7422312835972305,0.03146785250612208,0.22630086389664758
id02434,0.9399994432581171,0.030000278370941345,0.030000278370941345
id27703,0.030001385069172017,0.030000278370602807,0.9399983365602254
id25212,0.03001932603929054,0.9399803955955948,0.030000278365114624
id11308,0.06042664630187969,0.06059088591726208,0.8789824677808582
id26094,0.9399979634467176,0.03000036148034074,0.030001675072941793
id22080,0.7292202199042327,0.2342958796321648,0.03648390046360263
id03545,0.9399994432581171,0.030000278370941345,0.030000278370941345
id23725,0.030003091927190216,0.030003246102884473,0.9399936619699255
id12009,0.46545594163823567,0.04878869212016965,0.48575536624159477
id24241,0.12342672955500805,0.14544799002069206,0.7311252804242999
id03596,0.030000278370941345,0.9399994432581171,0.030000278370941345
id10749,0.030005459266098964,0.9398406544241121,0.030153886309788974
id22794,0.0335628417421751,0.04056273336493188,0.9258744248928931
id15482,0.0487681670848447,0.8291969941405493,0.12203483877460607
id04833,0.9368213077896905,0.030199549132566773,0.03297914307774265
id00397,0.030000278370941345,0.030000278370941345,0.9399994432581174
id14691,0.03000048086693734,0.03000054135435789,0.9399989777787048
id05193,0.6268125200128039,0.0301610991307672,0.343026380856429
id19541,0.8818583595635362,0.03000026058544893,0.08814137985101482
id22166,0.030006395509914782,0.03000084379333943,0.9399927606967458
id20744,0.030162903796949973,0.03000027832119387,0.9398368178818562
id10392,0.030000278370941345,0.030000278370941345,0.9399994432581174
id00770,0.9228728691879651,0.046969312686733655,0.03015781812530123
id06018,0.9392997164618644,0.03014339638966118,0.03055688714847438
id15678,0.6289876593058114,0.030010303814235015,0.3410020368799537
id08305,0.9120428616249975,0.0532136590572181,0.03474347931778461
id08903,0.031217554615410068,0.03441201699804247,0.9343704283865475
id14752,0.032721058155005374,0.9372728083156068,0.03000613352938798
id12468,0.03000178960274009,0.9399979320267808,0.03000027837047906
id05085,0.033501815562007896,0.9364974843743943,0.03000070006359772
id21993,0.8184682890101888,0.030050248192072422,0.15148146279773872
id15503,0.6015454883806407,0.36343183316432104,0.03502267845503831
id03021,0.030000278370941345,0.9399994432581171,0.030000278370941345
id16123,0.9399994432581171,0.030000278370941345,0.030000278370941345
id19383,0.9399970205402954,0.03000270108950425,0.030000278370200233
id04186,0.9399994432581171,0.030000278370941345,0.030000278370941345
id17954,0.030000278370941345,0.030000278370941345,0.9399994432581174
id12030,0.214652560200263,0.04297713450851937,0.7423703052912177
id13020,0.91229365712064,0.05764935948570222,0.030056983393657886
id25327,0.030000953165226506,0.9362010684108583,0.03379797842391535
id16344,0.03841665678657184,0.2928439655189031,0.6687393776945252
id12303,0.07412795318151001,0.8769756036091007,0.04889644320938953
id15017,0.9398004952552663,0.030199226434650957,0.03000027831008269
id22308,0.8770303576338223,0.030197773135709354,0.0927718692304685
id06536,0.030000278370941345,0.030000278370941345,0.9399994432581174
id19797,0.051829838041734536,0.8973929666005441,0.050777195357721336
id06332,0.932814662421016,0.031246439092185548,0.03593889848679837
id22941,0.16063441012786212,0.061500619906987755,0.7778649699651502
id13547,0.08030285198068934,0.032912561881697014,0.8867845861376137
id06928,0.030007358038158845,0.03000027836877566,0.9399923635930656
id12521,0.6607990558768171,0.3054489301271085,0.03375201399607449
id25716,0.9284013936894756,0.03162032501949207,0.0399782812910324
id27116,0.030000278370941345,0.030000278370941345,0.9399994432581174
id19941,0.030953923418764445,0.9362197519304504,0.032826324650785124
id05711,0.030000278370941345,0.030000278370941345,0.9399994432581174
id02097,0.03000238861526956,0.030046083528030332,0.9399515278567001
id03563,0.030003418788897823,0.9399963028411215,0.030000278369980687
id02295,0.18723664781954874,0.5880672536061649,0.2246960985742863
id08179,0.9399994432581171,0.030000278370941345,0.030000278370941345
id05332,0.030610848107493423,0.9391659591984465,0.03022319269406001
id15697,0.03591156901549604,0.030000276562664376,0.9340881544218396
id17026,0.07281079291403163,0.03693361184261615,0.8902555952433522
id04243,0.9363847411404816,0.03361498159432274,0.03000027726519558
id13175,0.9399994432581171,0.030000278370941345,0.030000278370941345
id05387,0.9399952622626132,0.030000278369662372,0.030004459367724418
id19989,0.903184343015571,0.06639252428206674,0.03042313270236226
id25173,0.1195483917348922,0.0313897839090255,0.8490618243560824
id08925,0.35992631517579055,0.6100696183398329,0.030004066484376615
id03034,0.03007050949178263,0.9349574103748505,0.034972080133366855
id13272,0.030000278370941345,0.9399994432581171,0.030000278370941345
id07956,0.9292555593241469,0.030170879044499287,0.04057356163135398
id02648,0.030743423931295207,0.03000288119928496,0.9392536948694199
id01778,0.03012720182578614,0.030012425332284452,0.9398603728419295
id12846,0.030000278370941345,0.030000278370941345,0.9399994432581174
id19001,0.6780062587351519,0.034293095842136724,0.28770064542271145
id05763,0.6780177575539375,0.03675688941495033,0.2852253530311123
id15590,0.030000278370941345,0.030000278370941345,0.9399994432581174
id04912,0.6570792019869127,0.2781809340810256,0.06473986393206156
id21201,0.9397355452056408,0.03024444241872068,0.03002001237563839
id13215,0.9399424856136781,0.03005498163800581,0.03000253274831615
id15612,0.08255020938848173,0.8843826900645473,0.03306710054697097
id18501,0.07491409204193336,0.03006171118622115,0.8950241967718455
id07223,0.6305841351800103,0.2974653026510433,0.07195056216894644
id06707,0.8609087158611868,0.0325080018098535,0.10658328232895968
id05238,0.030000278370713864,0.9399986996104137,0.03000102201887251
id00935,0.03024696707494047,0.03135339231872698,0.9383996406063325
id00110,0.6206998137996715,0.03000018069644376,0.34930000550388474
id17476,0.9398692932072025,0.030123988412720532,0.03000671838007705
id15170,0.9399994432581171,0.030000278370941345,0.030000278370941345
id13397,0.8575859197880812,0.030571622433543846,0.11184245777837502
id24283,0.7078030855929782,0.16845362562514568,0.12374328878187618
id15234,0.9398347358849007,0.03016498579454235,0.03000027832055698
id16884,0.9136152090956839,0.05602817275058779,0.030356618153728334
id07831,0.8206432952642486,0.1322486032266172,0.04710810150913411
id16038,0.8093361131202679,0.14622664627033155,0.04443724060940056
id03629,0.19241797943306727,0.03155509445052993,0.7760269261164029
id21019,0.8958432365573628,0.0714165915923361,0.03274017185030118
id21835,0.4001369249940472,0.3278249326075383,0.2720381423984145
id04480,0.03011427465343594,0.9398854470104943,0.03000027833606963
id20838,0.08511569340259331,0.8839655144110091,0.030918792186397714
id24195,0.8462393248475865,0.04509127334684067,0.10866940180557284
id05448,0.93996659564331,0.030016339830045057,0.030017064526645033
id15957,0.8324368302649594,0.10393834234890757,0.06362482738613295
id19956,0.03000285035497425,0.030000278370154572,0.9399968712748712
id15104,0.030747547340206398,0.04208106633419949,0.9271713863255943
id17559,0.4780477546946741,0.4228111666823331,0.09914107862299289
id16839,0.0699053746565062,0.22709706506210986,0.7029975602813839
id14493,0.7589188838769672,0.07373499774633532,0.16734611837669774
id08833,0.9382622263021934,0.030158344471119803,0.031579429226686904
id15723,0.3180243672566111,0.10852919430693919,0.5734464384364497
id02716,0.9399188109531421,0.030069469445267342,0.03001171960159065
id06689,0.030957656550400465,0.9385766907531758,0.03046565269642373
id18837,0.810509423387822,0.04512371863223522,0.14436685797994286
id04466,0.9398220050041872,0.0300068571789803,0.030171137816832536
id00686,0.9399927455714417,0.03000027836889251,0.03000697605966576
id09010,0.04732202941230305,0.9226533736883529,0.030024596899344252
id23353,0.9073252348401751,0.039853483035290446,0.05282128212453455
id00066,0.8879750813870848,0.07977241000291907,0.03225250860999612
id15724,0.030003707427181968,0.9399469866322289,0.030049305940589112
id23486,0.22095929496381872,0.03024663021236843,0.748794074823813
id22258,0.03781088771109136,0.08037581804613422,0.8818132942427744
id02292,0.4384213757702422,0.41051681241389115,0.1510618118158666
id16356,0.3884088809266303,0.03141837212942078,0.5801727469439489
id00235,0.9399162273016406,0.03001233688495629,0.03007143581340308
id25522,0.03002030430325305,0.03000027836481537,0.9399794173319317
id04204,0.038563612770368384,0.9278318560005178,0.03360453122911394
id22016,0.06824463786705111,0.09692805209420356,0.8348273100387453
id06480,0.033221289478094364,0.9367784331362787,0.030000277385626876
id08718,0.03186019033693057,0.030000277801990136,0.9381395318610795
id05251,0.030000278370941345,0.9399994432581171,0.030000278370941345
id03359,0.7045551822029529,0.030380660578742,0.26506415721830534
id16117,0.03365843764913815,0.030000277251902276,0.9363412850989595
id17000,0.030000278370941345,0.9399994432581171,0.030000278370941345
id01730,0.030009342689133113,0.9399903789426982,0.030000278368168553
id00630,0.5400835873841844,0.40921956756681477,0.05069684504900073
id18175,0.08324620389917115,0.03039666000535553,0.8863571360954734
id00907,0.9108077910716557,0.05882348821648208,0.030368720711862283
id18251,0.030003484688252494,0.9399956874262916,0.030000827885455827
id25861,0.16005942459027298,0.051363907396822034,0.788576668012905
id00398,0.7376929393483033,0.23104798312462418,0.03125907752707251
id27573,0.9399994432581171,0.030000278370941345,0.030000278370941345
id10022,0.030000278370941345,0.9399994432581171,0.030000278370941345
id15901,0.030004458899433147,0.030000278369662514,0.9399952627309044
id00451,0.030530534240468376,0.030000432797289363,0.9394690329622425
id23129,0.030033454878779196,0.9399662667604282,0.030000278360792578
id26498,0.035237524042701106,0.9346549805038235,0.030107495453475536
id14741,0.9392863373175807,0.030713384529618613,0.030000278152800586
id18453,0.03000407778778289,0.030117433822794946,0.9398784883894222
id08309,0.8782101160103447,0.04698567873965817,0.07480420524999726
id00320,0.9399994432581171,0.030000278370941345,0.030000278370941345
id07688,0.11507667718254337,0.07759308948760961,0.8073302333298471
id01556,0.03003277075532772,0.030000278361001855,0.9399669508836705
id00178,0.03485494554668706,0.030000823148723994,0.935144231304589
id18902,0.04143105857485313,0.030039811243762364,0.9285291301813846
id27002,0.35917706745771105,0.5961427150544844,0.04468021748780468
id21418,0.9399990928917898,0.030000628737375894,0.03000027837083417
id23018,0.20452860737478534,0.05384165757375922,0.7416297350514555
id07032,0.26858610617663836,0.645684033791116,0.08572986003224567
id16195,0.929116510446106,0.03000396662935529,0.040879522924538676
id11202,0.030399731319175352,0.9395989492985041,0.030001319382320483
id09578,0.7926686449263299,0.09437572913936013,0.11295562593430998
id26984,0.8546389403935483,0.03259661965084809,0.11276443995560359
id19856,0.030000278370941345,0.9399994432581171,0.030000278370941345
id12086,0.4136017564957021,0.1648508939839941,0.4215473495203039
id12052,0.0300159553946998,0.031181598094735488,0.9388024465105649
id17728,0.030000278370941345,0.030000278370941345,0.9399994432581174
id24608,0.8930609845486449,0.030036226341212648,0.07690278911014248
id21097,0.1707796093072696,0.04002291353034509,0.7891974771623854
id20179,0.030000278370941345,0.030000278370941345,0.9399994432581174
id15144,0.8489707567885069,0.05447005966103624,0.09655918355045703
id00206,0.9245289411999165,0.03160494410006113,0.04386611470002251
id22285,0.030003381039557023,0.03000075086613052,0.9399958680943125
id06417,0.04498275152438153,0.839205380373887,0.11581186810173137
id00215,0.03006165032121043,0.9399366533677594,0.030001696311030314
id04201,0.7212888628236344,0.030076755148431333,0.24863438202793448
id21771,0.9399922190883307,0.030004465195337955,0.03000331571633144
id12451,0.030497239864617942,0.2284915518006551,0.741011208334727
id14250,0.11060279438952392,0.8005497229414179,0.0888474826690583
id03433,0.030000278370941345,0.9399994432581171,0.030000278370941345
id03303,0.5433290434486228,0.030061182094589224,0.42660977445678805
id25901,0.10519852718580876,0.7757872583602834,0.1190142144539079
id06945,0.04836253630684866,0.030195837432247005,0.9214416262609043
id05664,0.7458688954984753,0.06924974521125732,0.18488135929026725
id05741,0.9399994432581171,0.030000278370941345,0.030000278370941345
id10652,0.7480166392686033,0.07270973360186031,0.17927362712953637
id16300,0.9399868058059038,0.03000027836707552,0.03001291582702079
id12319,0.7030731690575897,0.23373081659485193,0.06319601434755834
id07500,0.030000278370941345,0.9399994432581171,0.030000278370941345
id12478,0.12701080872965045,0.06830259679948324,0.8046865944708664
id03076,0.03006412683151574,0.03000455052553783,0.9399313226429464
id00969,0.6763368960552291,0.2527726475819645,0.07089045636280651
id23636,0.031830202614187314,0.9261403345223381,0.04202946286347459
id09791,0.0382575118392401,0.030900912402259104,0.9308415757585009
id05680,0.03051760343813258,0.9394457160018271,0.030036680560040368
id03672,0.030002789453953963,0.9399969321758729,0.0300002783701732
id04286,0.03009219307655484,0.9375439962028824,0.032363810720562845
id23883,0.030003314859138437,0.03621560256536066,0.9337810825755011
id11914,0.08677620651147512,0.03065831085813877,0.8825654826303861
id20974,0.03048329072422867,0.9395156152170793,0.030001094058692238
id26125,0.030001162894379988,0.03000027837067077,0.9399985587349493
id15543,0.6735342398876293,0.05806658046339959,0.2683991796489712
id19471,0.9399994432581171,0.030000278370941345,0.030000278370941345
id11503,0.8294890053438602,0.05532932202646309,0.11518167262967673
id09321,0.030474481398760585,0.9392274901648445,0.030298028436394977
id25560,0.030000278370941345,0.030000278370941345,0.9399994432581174
id06726,0.27148708750113487,0.6310590355060122,0.09745387699285289
id05709,0.9384013782125908,0.030018300534650474,0.03158032125275868
id09788,0.04035436575629651,0.6301790364941096,0.32946659774959397
id05289,0.9399994432581171,0.030000278370941345,0.030000278370941345
id11815,0.03199217175913395,0.93684732208479,0.03116050615607586
id22422,0.9359091098051583,0.03358286072472467,0.030508029470116972
id25954,0.9399537054884657,0.03000039593305088,0.030045898578483384
id13601,0.8582117009482799,0.07386283243270289,0.06792546661901741
id05677,0.9229020339280978,0.030022073230543827,0.04707589284135838
id10498,0.03096652460448665,0.9390331973201488,0.030000278075364473
id02665,0.7971184447498901,0.13156741895595453,0.07131413629415542
id10114,0.031308855101177396,0.9021893468183577,0.06650179808046489
id26314,0.9374097668501219,0.0325898374569489,0.0300003956929294
id21240,0.6188774882451648,0.11007842009093316,0.271044091663902
id15569,0.9399992608908124,0.030000460738302037,0.03000027837088556
id25928,0.7247378888281263,0.15254714575270517,0.1227149654191686
id22706,0.030000278370941345,0.9399994432581171,0.030000278370941345
id20877,0.030000278370941345,0.9399994432581171,0.030000278370941345
id04318,0.9397532450392256,0.030054162209011057,0.030192592751763267
id18299,0.47871720427167186,0.41387558460318086,0.10740721112514727
id08126,0.030310192154122503,0.03000027827613803,0.9396895295697394
id14293,0.031130423686253038,0.03048858667487075,0.9383809896388763
id12759,0.9399946491581589,0.030001225755171376,0.030004125086669848
id11983,0.28128166904688756,0.04717703050511113,0.6715413004480013
id05580,0.032311583842831795,0.9361826774954846,0.031505738661683734
id25846,0.5726049331776973,0.3212310948664774,0.10616397195582547
id01939,0.7955313987519603,0.0863832595765225,0.11808534167151716
id26327,0.11838962685683088,0.3557184213340441,0.5258919518091251
id11068,0.030006762290084615,0.0300002783689579,0.9399929593409576
id08404,0.939691865983946,0.030009060971496353,0.030299073044557912
id27189,0.052778529748263955,0.9171598969743565,0.030061573277379475
id15119,0.030088701237239335,0.9240189033732881,0.04589239538947275
id26525,0.9391601596110887,0.030833060223657,0.03000678016525454
id03618,0.6986866487069505,0.2702441486412978,0.03106920265175161
id27220,0.9399994432581171,0.030000278370941345,0.030000278370941345
id18777,0.09201633358372839,0.061249661028465505,0.8467340053878062
id20213,0.9338745360094317,0.035605442275810986,0.030520021714757224
id20403,0.9397612183977986,0.030238177867448653,0.030000603734752825
id03777,0.030278661518622636,0.04156645544689427,0.9281548830344831
id10595,0.03000186489885901,0.9399901295940332,0.030008005507107784
id13816,0.040679487858921164,0.030353236640398396,0.9289672755006804
id05667,0.058319406700748935,0.03053450034218329,0.9111460929570678
id24629,0.8851272539648076,0.03501559909218171,0.07985714694301091
id20398,0.3252545619730105,0.13690189025607877,0.5378435477709107
id14108,0.030000278370941345,0.030000278370941345,0.9399994432581174
id06196,0.030004787183041927,0.9399949344473959,0.03000027836956209
id02800,0.8106398855662728,0.15906558315133007,0.03029453128239723
id18732,0.030217060324138914,0.9397609913255153,0.030021948350345773
id11915,0.03001359320555141,0.9399742847927034,0.03001212200174527
id09739,0.9338754299525793,0.034204475210350534,0.031920094837070055
id24672,0.9399994432581171,0.030000278370941345,0.030000278370941345
id00414,0.030000278370941345,0.030000278370941345,0.9399994432581174
id16307,0.9399994432581171,0.030000278370941345,0.030000278370941345
id14043,0.3769893396429491,0.03892106287960955,0.5840895974774414
id00517,0.030000278370941345,0.030000278370941345,0.9399994432581174
id09744,0.9399702674435574,0.030029454194426142,0.030000278362016398
id19257,0.9399994432581171,0.030000278370941345,0.030000278370941345
id15437,0.44949339594442306,0.5183347001744121,0.03217190388116476
id16352,0.05622366594853952,0.0642327678947308,0.8795435661567297
id18849,0.7300966144278096,0.10793409639496797,0.16196928917722245
id19434,0.030000278370941345,0.9399994432581171,0.030000278370941345
id17928,0.48270437983618397,0.2700461326361264,0.24724948752768972
id16896,0.04103318251387038,0.030183670774922327,0.9287831467112074
id02135,0.09702551749297053,0.4696148696228707,0.4333596128841588
id15075,0.9272945225956616,0.042705202919861844,0.030000274484476633
id27486,0.030000278370941345,0.9399994432581171,0.030000278370941345
id19422,0.7470214416988291,0.22293857504508852,0.030039983256082477
id09603,0.044949032364418405,0.9209745089188313,0.03407645871675042
id02133,0.030008889782785774,0.9399902111592874,0.030000899057926977
id03441,0.6792886232584093,0.0303877042063524,0.2903236725352383
id02398,0.030000278370941345,0.9399994432581171,0.030000278370941345
id05152,0.04393517506626228,0.03187375456933191,0.9241910703644058
id17838,0.5897871520739786,0.04553470770185312,0.36467814022416845
id25060,0.9399994432581171,0.030000278370941345,0.030000278370941345
id09998,0.04705267462134761,0.030846606911754386,0.922100718466898
id01828,0.037197463762688364,0.9297717243428848,0.03303081189442704
id25377,0.07746151396844597,0.04564831201847024,0.876890174013084
id22175,0.05333638946045448,0.9161833202300268,0.030480290309518744
id02974,0.0300205460981135,0.03000160467169732,0.9399778492301892
id26955,0.9399994432581171,0.030000278370941345,0.030000278370941345
id21091,0.9283585358001862,0.03767254397718365,0.03396892022263009
id12802,0.9399650658677513,0.03003465577182347,0.030000278360425223
id07432,0.030000278370941345,0.9399994432581171,0.030000278370941345
id18749,0.03201320426221628,0.9379327902644178,0.03005400547336599
id15030,0.030000278370941345,0.030000278370941345,0.9399994432581174
id17155,0.030000278370941345,0.9399994432581171,0.030000278370941345
id08128,0.03000027809266933,0.9390897671994515,0.030909954707879113
id25706,0.030000278370941345,0.9399994432581171,0.030000278370941345
id15645,0.8271770686820759,0.08544031745167807,0.08738261386624621
id04943,0.9397619730336974,0.030230873348664856,0.030007153617637814
id27566,0.030000278370941345,0.030000278370941345,0.9399994432581174
id11765,0.033074942942697125,0.9144385765479679,0.052486480509334986
id13783,0.1339538174560339,0.7851897693603408,0.08085641318362538
id00492,0.03021446294114184,0.030371739699411045,0.9394137973594473
id27636,0.030054191224316153,0.030000278354449284,0.9399455304212346
id04273,0.8849000887427906,0.030289925194802565,0.08480998606240675
id02537,0.05803493058065906,0.06610349793205285,0.875861571487288
id24349,0.3321278056778918,0.6377994711999093,0.03007272312219896
id00023,0.030000278370941345,0.9399994432581171,0.030000278370941345
id23025,0.03000991701430971,0.9399796089034868,0.030010474082203687
id08722,0.8959804963563707,0.03145177471561216,0.07256772892801713
id02420,0.9399994432581171,0.030000278370941345,0.030000278370941345
id10811,0.9384275045376013,0.030244525361903283,0.031327970100495636
id04019,0.03000067383286338,0.030000278370820373,0.9399990477963163
id18334,0.9236661350811486,0.0437063804188767,0.03262748449997478
id16781,0.4040444969918424,0.5646162418103042,0.03133926119785341
id08773,0.030012619490969738,0.939987102141864,0.03000027836716617
id19214,0.6538109848936795,0.3136620671248227,0.03252694798149788
id09589,0.030000278370941345,0.9399994432581171,0.030000278370941345
id24246,0.9399630604840322,0.030000803447967486,0.030036136068000478
id23577,0.1128712147653864,0.8570464726078699,0.03008231262674385
id09305,0.7910946083869626,0.03697551887573951,0.17192987273729796
id16460,0.08334204962085223,0.035917808867902884,0.880740141511245
id21115,0.5642182258413516,0.045076380122280664,0.3907053940363677
id25996,0.5437948256948227,0.3071690496122249,0.14903612469295247
id02551,0.030000278370633945,0.030001283269837767,0.9399984383595283
id19352,0.030058309963089228,0.030000278353189355,0.9399414116837216
id03806,0.030839767788916707,0.030008965342179058,0.9391512668689044
id26544,0.862636437794755,0.10517137828883819,0.03219218391640696
id18761,0.9397247892427766,0.03003214555004856,0.03024306520717494
id24148,0.21641003645436488,0.7535697466731925,0.030020216872442735
id16095,0.03304391249245733,0.936633815182097,0.030322272325445758
id18442,0.37855633319129156,0.5912883127809895,0.030155354027719055
id22596,0.030000278370941345,0.030000278370941345,0.9399994432581174
id23002,0.03269402422485898,0.030012594495711836,0.9372933812794292
id04797,0.9399978380329189,0.030001883596630696,0.030000278370450304
id06610,0.03204576108005647,0.030000756018089002,0.9379534829018544
id16173,0.1152970883345773,0.6600618302219061,0.22464108144351666
id18292,0.030083297405333553,0.030189505385507073,0.9397271972091594
id27328,0.9396203559394491,0.03001067363996219,0.030368970420588684
id01695,0.030000278370941345,0.9399994432581171,0.030000278370941345
id05761,0.0834325995774867,0.03000113062212104,0.8865662698003923
id16354,0.9242279061726483,0.030024603396389828,0.045747490430961935
id12207,0.030553773838465994,0.8487322839461735,0.12071394221536047
id05665,0.0305713040541793,0.03000030476966274,0.939428391176158
id01911,0.9398600483364625,0.030139673335237323,0.030000278328300118
id19153,0.058619123153701005,0.030697392250670908,0.9106834845956282
id10295,0.882859505869,0.0625653559730984,0.05457513815790178
id23038,0.9348380283372583,0.03414338705796802,0.03101858460477387
id23783,0.031808622110906494,0.9381911000713286,0.03000027781776497
id27879,0.9271883213356479,0.042780060562577715,0.030031618101774578
id19190,0.03000703867004392,0.9399926829610826,0.030000278368873357
id05065,0.9398864014427251,0.030109019178076495,0.03000457937919844
id21296,0.030001639148639153,0.9399980824808357,0.03000027837052508
id13262,0.09323997822074052,0.1583019592059643,0.7484580625732953
id10333,0.9393922706801886,0.030038077900865382,0.030569651418946218
id16677,0.03000977329440329,0.9399891069361939,0.03000111976940275
id01392,0.03376156013062901,0.030288488633041063,0.93594995123633
id27874,0.8203976223061693,0.14906828478947348,0.03053409290435718
id02294,0.03135711888001786,0.9383710765357274,0.0302718045842548
id18298,0.03201151093507335,0.08392182371105517,0.8840666653538717
id06997,0.9399378230171042,0.030014839923727367,0.03004733705916854
id05243,0.45770919493330375,0.3408466862972329,0.2014441187694634
id00860,0.030886335921986845,0.9391133859781188,0.03000027809989437
id26681,0.9399994432581171,0.030000278370941345,0.030000278370941345
id06020,0.030000278370941345,0.030000278370941345,0.9399994432581174
id27683,0.5991970841968705,0.21600444305066369,0.18479847275246594
id17655,0.030000278370941345,0.9399994432581171,0.030000278370941345
id08817,0.03011830030406286,0.03016740307520908,0.9397142966207281
id11512,0.030000278369119057,0.03000623547125121,0.9399934861596296
id00478,0.17811731420602675,0.030001320158650747,0.7918813656353225
id02116,0.8049134613362928,0.030821670554139646,0.16426486810956756
